;2023.12.21;2023.12.22;2023.12.23;2023.12.24;2023.12.25;2023.12.26;2023.12.27;2023.12.28;2023.12.29;2023.12.30;2023.12.31;2024.01.01;2024.01.02;2024.01.03;2024.01.04;2024.01.05;2024.01.06;2024.01.07;2024.01.08;2024.01.09;2024.01.10;2024.01.11;2024.01.12;2024.01.13;2024.01.14;2024.01.15;2024.01.16;2024.01.17;2024.01.18;2024.01.19;2024.01.20;2024.01.21;2024.01.22;2024.01.23;2024.01.24;2024.01.25;2024.01.26;2024.01.27;2024.01.28;2024.01.29;2024.01.30;2024.01.31;2024.02.01;2024.02.02;2024.02.03;2024.02.04;2024.02.05;2024.02.06;2024.02.07;2024.02.08;2024.02.09;2024.02.10;2024.02.11;2024.02.12;2024.02.13;2024.02.14;2024.02.15;2024.02.16;2024.02.17;2024.02.18;2024.02.19;2024.02.20;2024.02.21;2024.02.22;2024.02.23;2024.02.24;2024.02.25;2024.02.26;2024.02.27;2024.02.28;2024.02.29;2024.03.01;2024.03.02;2024.03.03;2024.03.04;2024.03.05;2024.03.06;2024.03.07;2024.03.08;2024.03.09;2024.03.10;2024.03.11;2024.03.12;2024.03.13;2024.03.14;2024.03.15;2024.03.16;2024.03.17;2024.03.18;2024.03.19;2024.03.20;2024.03.21;2024.03.22;2024.03.23;2024.03.24;2024.03.25;2024.03.26;2024.03.27;2024.03.28;2024.03.29;2024.03.30;2024.03.31;2024.04.01;2024.04.02;2024.04.03;2024.04.04;2024.04.05;2024.04.06;2024.04.07;2024.04.08;2024.04.09;2024.04.10;2024.04.11;2024.04.12;2024.04.13;2024.04.14;2024.04.15;2024.04.16;2024.04.17;2024.04.18;2024.04.19;2024.04.20
386697;1562,50;1562,50;1562,50;1562,50;2083,33;2083,33;2083,33;1750,00;1750,00;1750,00;1750,00;2333,33;2333,33;2333,33;2266,67;2266,67;2266,67;800,00;800,00;800,00;800,00;1400,00;1400,00;1400,00;875,00;875,00;875,00;875,00;1600,00;1600,00;1600,00;975,00;975,00;975,00;975,00;1733,33;1733,33;1733,33;1050,00;1050,00;1050,00;1050,00;1966,67;1966,67;1966,67;1225,00;1225,00;1225,00;1225,00;2166,67;2166,67;2166,67;2225,00;2225,00;2225,00;2225,00;2966,67;2966,67;2966,67;2300,00;2300,00;2300,00;2300,00;3066,67;3066,67;3066,67;2375,00;2375,00;2375,00;2375,00;3166,67;3166,67;3166,67;1062,50;1062,50;1062,50;1062,50;1416,67;1416,67;1416,67;1375,00;1375,00;1375,00;1375,00;2400,00;2400,00;2400,00;1375,00;1375,00;1375,00;1375,00;2400,00;2400,00;2400,00;1737,50;1737,50;1737,50;1737,50;2316,67;2316,67;2316,67;1737,50;1737,50;1737,50;1737,50;2316,67;2316,67;2316,67;975,00;975,00;975,00;975,00;1733,33;1733,33;1733,33;800,00;800,00;800,00;800,00;1500,00;1500,00;1500,00
386697;1562,50;1562,50;1562,50;1562,50;2083,33;2083,33;2083,33;1750,00;1750,00;1750,00;1750,00;2333,33;2333,33;2333,33;1826,92;1826,92;1826,92;581,73;581,73;581,73;581,73;1057,69;1057,69;1057,69;624,04;624,04;624,04;624,04;1134,62;1134,62;1134,62;687,50;687,50;687,50;687,50;1250,00;1250,00;1250,00;793,27;793,27;793,27;793,27;1442,31;1442,31;1442,31;867,31;867,31;867,31;867,31;1576,92;1576,92;1576,92;1687,50;1687,50;1687,50;1687,50;2250,00;2250,00;2250,00;1737,50;1737,50;1737,50;1737,50;2316,67;2316,67;2316,67;1812,50;1812,50;1812,50;1812,50;2416,67;2416,67;2416,67;1062,50;1062,50;1062,50;1062,50;1416,67;1416,67;1416,67;1004,81;1004,81;1004,81;1004,81;1826,92;1826,92;1826,92;1004,81;1004,81;1004,81;1004,81;1826,92;1826,92;1826,92;1737,50;1737,50;1737,50;1737,50;2316,67;2316,67;2316,67;1737,50;1737,50;1737,50;1737,50;2316,67;2316,67;2316,67;687,50;687,50;687,50;687,50;1250,00;1250,00;1250,00;581,73;581,73;581,73;581,73;1057,69;1057,69;1057,69
